Location,Task Summary,Work Orders,Asset Number,Asset Identifier,Task Date,Recorded By,Stage,Date of Observation,Other observations,Proof,Asset Class,Asset Category,Asset Type,Project Identifier,Active,Active Date
TRUE,TRUE,FALSE,50020190026,8-3 Mannhardt,5/4/2018 7:41:57 AM,judy.sfevine,1,5/4/2018,,136b8ccd-25e5-4171-b1ea-5e27de947365,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190037,9-4 Mannhardt,5/4/2018 7:30:53 AM,judy.sfevine,1,5/4/2018,,13b6017a-5119-4d68-8bb9-9479fc9bfc5c,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190022,7-4 Mannhardt,5/3/2018 12:20:51 PM,judy.sfevine,1,5/3/2018,,f5ef66f0-a82d-46b6-9e55-22e737f8dfab,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190020,7-2 Mannhardt,5/3/2018 10:36:14 AM,judy.sfevine,1,5/3/2018,,ef7d3da8-002e-4ee8-a2d3-c2c3ed4c5733,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190019,7-1 Mannhardt,5/3/2018 10:34:21 AM,judy.sfevine,1,5/3/2018,,9e19b1d9-05fd-43cc-acea-7fd834dfdfb4,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190036,9-3 Mannhardt,5/3/2018 8:28:04 AM,jo.sfevine,1,5/3/2018,,64962c0d-4d41-4b04-a347-c0232bc90a50,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190059,1-5 Estate,5/2/2018 2:55:42 PM,jo.sfevine,1,5/3/2018,,f2241890-0674-4887-aef1-ea6bce8b548f,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190021,7-3 Mannhardt,5/1/2018 2:14:47 PM,jo.sfevine,1,5/3/2018,,aec253ce-1533-4653-96cf-f663e530d5b1,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190027,8-4 Mannhardt,5/1/2018 2:11:29 PM,jo.sfevine,1,4/30/2018,,87127d93-2d72-4249-ac04-d177b6436350,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190057,1-3 Estate • 0.931,5/1/2018 2:05:37 PM,jo.sfevine,1,5/2/2018,,50ceb8bb-ed86-4774-a1a3-41496c15c930,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190055,1-2 Estate • 0.531,5/1/2018 2:02:58 PM,jo.sfevine,1,4/28/2018,,f8b2a62d-e288-4799-94d4-f6d304733bff,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190074,3-4 Estate,5/1/2018 1:59:37 PM,jo.sfevine,1,4/30/2018,,3b7369b4-cb4f-4452-98bc-520cb1c6e39b,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190072,3-2 Estate,5/1/2018 1:58:40 PM,jo.sfevine,1,4/28/2018,,0b312114-b3cb-45c5-b46c-0455685defc4,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190079,4-1 Estate • 0.555,5/1/2018 1:55:15 PM,jo.sfevine,1,4/29/2018,,0651dc44-6a2d-4abc-8a1a-530603c2b305,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190084,4-4 Estate,5/1/2018 1:53:27 PM,jo.sfevine,1,4/28/2018,,aa7c3c0d-c682-4a61-8b1b-98e61dd6c511,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190067,,5/1/2018 1:41:16 PM,jo.sfevine,1,5/2/2018,,9877b1ff-1494-42c5-938d-637725b232db,Follow The Wine,02 Conveyance,Bins,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190065,2-4 Estate,5/1/2018 1:39:22 PM,jo.sfevine,1,4/30/2018,,e8802dd1-ae58-42d8-b4dd-e3a2b3332a08,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190062,2-1 Estate,5/1/2018 1:36:39 PM,jo.sfevine,1,5/3/2018,,40c4b42a-5c17-4aa6-9a6c-542100606a9e,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190021,7-3 Mannhardt,6/26/2017 3:05:39 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190022,7-4 Mannhardt,6/26/2017 3:04:56 PM,jo.sfevine,2,6/22/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190023,7-5 Mannhardt,6/26/2017 3:04:07 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190029,8-6 Mannhardt,6/26/2017 3:03:16 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190026,8-3 Mannhardt,6/26/2017 3:02:12 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190038,9-5 Mannhardt,6/26/2017 2:57:11 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190035,9-2 Mannhardt,6/26/2017 2:57:11 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190034,9-1 Mannhardt,6/26/2017 2:57:11 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190025,8-2 Mannhardt,6/26/2017 2:57:11 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190024,8-1 Mannhardt,6/26/2017 2:57:11 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190032,8-9 Mannhardt,6/26/2017 2:48:50 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190031,8-8 Mannhardt,6/26/2017 2:48:50 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190030,8-7 Mannhardt,6/26/2017 2:48:50 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190033,8-10 Mannhardt,6/26/2017 2:48:50 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190027,8-4 Mannhardt,6/26/2017 2:48:50 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190020,7-2 Mannhardt,6/26/2017 2:44:39 PM,jo.sfevine,2,6/25/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190019,7-1 Mannhardt,6/26/2017 2:44:39 PM,jo.sfevine,2,6/25/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190046,1 Patricia • 20.1074,6/26/2017 2:40:22 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190049,4 Patricia,6/26/2017 2:40:22 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190047,2 Patricia,6/26/2017 2:40:22 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190048,3 Patricia,6/26/2017 2:40:22 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190011,1 Blue Fox,6/26/2017 2:26:05 PM,jo.sfevine,2,6/26/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190012,2 Blue Fox,6/26/2017 2:25:02 PM,jo.sfevine,2,6/22/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190014,4 Blue Fox,6/26/2017 2:25:02 PM,jo.sfevine,2,6/22/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190015,Illig  • 0 Illig Vineyard,6/26/2017 2:23:34 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Fields,,TRUE,6/23/2017
TRUE,TRUE,FALSE,50020190040,1 Martyna • 1.255,6/26/2017 2:20:52 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190041,2 Martyna,6/26/2017 2:20:52 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190043,4 Martyna • 0.307,6/26/2017 2:20:52 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190044,5 Martyna,6/26/2017 2:20:02 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190042,3 Martyna • 1.275,6/26/2017 2:20:02 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190061,1-7 Estate,6/26/2017 2:18:27 PM,jo.sfevine,2,6/25/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190061,1-7 Estate,6/26/2017 2:18:27 PM,jo.sfevine,2,6/25/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190099,5-9 Estate,6/26/2017 2:16:42 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190098,5-8 Estate,6/26/2017 2:16:42 PM,jo.sfevine,2,6/23/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190097,5-7 Estate,6/26/2017 2:14:48 PM,jo.sfevine,2,6/22/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190086,4-6 Estate,6/26/2017 2:14:48 PM,jo.sfevine,2,6/22/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190085,4-5 Estate,6/26/2017 2:14:48 PM,jo.sfevine,2,6/22/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190082,4-2 Estate,6/26/2017 2:14:48 PM,jo.sfevine,2,6/22/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190089,4-9 Estate,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190088,4-8 Estate,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190087,4-7 Estate,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190080,4-10 Estate,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190081,4-11 Estate,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190094,5-4 Estate Upper,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190093,5-3 Estate Upper,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190092,5-2 Estate Upper,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190090,5-1 Estate Upper,6/26/2017 2:11:49 PM,jo.sfevine,2,6/21/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190083,4-3 Estate,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190079,4-1 Estate • 0.555,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190078,3-8 Estate,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190077,3-7 Estate,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190076,3-6 Estate,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190075,3-5 Estate,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190071,3-1 Estate,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190095,5-5 Estate Upper,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190096,5-6 Estate Upper,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190062,2-1 Estate,6/26/2017 2:07:02 PM,jo.sfevine,2,6/20/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190060,1-6 Estate,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190073,3-3 Estate,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190070,2-9 Estate,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190069,2-8 Estate,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190068,2-7 Estate,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190067,,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,02 Conveyance,Bins,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190063,2-2 Estate,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190058,1-4 Estate • 2.300,6/26/2017 1:57:50 PM,jo.sfevine,2,6/24/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190074,3-4 Estate,6/26/2017 1:51:53 PM,jo.sfevine,2,6/19/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190057,1-3 Estate • 0.931,6/26/2017 1:51:53 PM,jo.sfevine,2,6/19/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190003,2 Osoyoos • 11.9928,6/26/2017 11:28:18 AM,jo.sfevine,2,6/12/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190006,5 Osoyoos • 10.686,6/26/2017 11:26:54 AM,jo.sfevine,2,6/2/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190002,1 Osoyoos • 0.726,6/26/2017 11:26:54 AM,jo.sfevine,2,6/2/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190005,4 Osoyoos • 0.557,6/26/2017 11:26:54 AM,jo.sfevine,2,6/2/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190084,4-4 Estate,6/26/2017 11:24:38 AM,jo.sfevine,2,6/10/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190072,3-2 Estate,6/26/2017 11:24:38 AM,jo.sfevine,2,6/10/2017,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Blocks,,TRUE,6/22/2017
TRUE,TRUE,FALSE,50020190015,Illig  • 0 Illig Vineyard,5/10/2017 1:29:38 PM,jo.sfevine,,5/10/2017,"Some vines are behind, possible Winter injury",00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Fields,,TRUE,6/23/2017
TRUE,TRUE,FALSE,50020190015,Illig  • 0 Illig Vineyard,5/10/2017 1:23:51 PM,kellyb.sfevine,,,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Fields,,TRUE,6/23/2017
TRUE,TRUE,FALSE,50020190015,Illig  • 0 Illig Vineyard,5/10/2017 1:22:53 PM,kellyb.sfevine,,,,00000000-0000-0000-0000-000000000000,Follow The Wine,01 Field Locations,Quails Gate Fields,,TRUE,6/23/2017